date,category,press,title,document,link
2023-09-22 10:13:00,IT,헤럴드경제,"SKB, 시니어 맞춤형 서비스로  노심 사로잡기 나섰다","B tv 해피시니어 운영…고전영화·건강정보 등 제공해피시니어 MAU, 올해 7월 역대 최고치 기록IPTV 전체 고객 중 60대 비중도 20% 증가허리우드 극장 내에서 SK브로드밴드가 운영 중인 서비스를 체험하는 모델의 모습. [SK브로드밴드 제공][헤럴드경제=박혜림 기자] SK브로드밴드가 시니어를 대상으로 한 맞춤형 서비스 제공에 적극 나서고 있다.가장 대표적인 예가 시니어 전용 서비스 ‘B tv 해피시니어’다. SK브로드밴드가 IPTV 3사 가운데 유일하게 운영하고 있는 시니어 전용 서비스 B tv 해피시니어에서는 TV, 영화 등 시니어들이 즐겨보는 콘텐츠는 물론, 건강정보, 건강체조, 여행, 다큐 등 시니어들에게 유용한 맞춤형 콘텐츠를 제공하고 있다.B tv 해피시니어의 ‘추억을 파는 극장’ 특별관에서는 허리우드 극장에서 상영한 고전영화를 편성해 제공하고 있다. 현재 ▷웨스트 사이드 스토리 ▷보리수 ▷길은 멀어도 마음만은 등 20편의 명작을 제공하고 있으며, 이달 중 총 27편으로 확대할 예정이다. 고전영화는 일반영화보다 2배 이상 큰 자막을 제공해 시력이 약하거나 거동이 불편한 시니어들이 안방에서 편안하게 영화를 즐길 수 있도록 돕고 있다.이외에도 SK브로드밴드는 인공지능(AI) 기업 솔트룩스의 자회사 플루닛과 손잡고 B tv 해피시니어를 통해 가상인간이 출연하고 AI로 제작한 지역정보, 일자리정보, 일일 운세, 날씨, 시사 교양 등 각종 정보 콘텐츠를 시니어들에게 제공하고 있다. 향후에는 시니어들의 쇼핑 편의를 돕기 위해서 다양한 업체와 제휴를 통한 커머스 관련 서비스도 제공한다는 계획이다.SK브로드밴드의 시니어를 위한 다양한 노력들은 데이터 상 유의미한 결과로 이어지고 있다. B tv 해피시니어의 MAU(월간 활성 이용자수)가 지난해 7월 23만에서 올해 7월 역대 최고 수치인 35만으로 50% 늘어난 수치를 기록했다. SK브로드밴드 IPTV 서비스인 B tv의 전체 고객 대비 60대 이상 시니어 고객 비중도 지난해 말 18%에서 최근 20%로 증가했다. 시니어 고객의 B tv 시청 시간은 전년 대비 11% 늘었고, 유료 콘텐츠 구매 건수도 같은 기간 15% 확대됐다.SK브로드밴드는 B tv 뿐만 아니라 오프라인에서도 시니어와의 접점 영역을 넓혀가고 있다. SK브로드밴드는 지난 5월 서울 종로에 위치한 허리우드 극장과 제휴를 맺고, 매주 월요일 허리우드 극장에서 시니어 행복 증진 프로그램을 운영하고 있다. SK브로드밴드 전문 강사가 허리우드 극장 내 ‘낭만극장’에서 시니어들에게 음성인식으로 작동하는 B tv AI 셋톱박스 사용법을 교육하고 있다. 최근 프로그램 누적 참가자수가 1000명을 돌파했다.시니어들의 스트레스를 해소하고, 건강 박수 등 가벼운 신체활동을 통해 건강 증진을 돕는 떼창 부르기 프로그램도 높은 호응을 얻고 있다. 시니어들에게 인지도가 높은 조영남, 박일준 등 유명가수들이 참여해 매주 다른 라인업으로 공연을 진행 중이다.이강희 SK브로드밴드 세그먼트마케팅담당은 “무더운 여름, 시니어들이 시원한 극장과 집에서 즐길 수 있는 다양한 콘텐츠와 유용한 교육 프로그램을 제공해 시니어들의 건강과 행복 증진에 실질적으로 도움이 되는 ESG 활동을 지속 펼쳐 나가겠다”고 말했다.",https://n.news.naver.com/mnews/article/016/0002201786?sid=105
2023-09-22 10:11:00,"세계, 정치, IT",연합뉴스,"美해군, 무인 군함 서태평양 첫 배치…중국군 견제 나서","레인저 등 58m 길이 USV 2척 日 요코스카 도착…미사일 공격도 가능美해군, 무인 군함 레인저 서태평양 첫 배치요코스카에 도착한 레인저 [UPI=연합뉴스](서울=연합뉴스) 박진형 기자 = 미국 해군이 중국 해군에 맞서 무인 군함을 동중국해·남중국해가 속한 서태평양 해역에 처음 배치, 미군의 인공지능(AI) 전력이 중국군을 본격적으로 견제하게 됐다.    21일(현지시간) 미 일간 월스트리트저널(WSJ)에 따르면 미 해군의 무인수상정(USV) 레인저와 마리너가 서태평양을 관할하는 미 제7함대 본부가 있는 일본 요코스카 해군기지에 이날 도착, 배치됐다.    이들 USV는 약 58m 길이로 현재는 미사일을 탑재하지 않았지만, 미사일 모듈을 탑재하면 미사일 공격도 가능하다.    레인저는 2021년 상대방의 미사일 등을 요격하거나 상대 군함을 타격할 수 있는 SM-6 미사일을 시험 발사한 바 있다.    이날 레인저에 탑승한 제러마이어 데일리 미 해군 중령은 자율적으로 작전을 수행하는 USV가 이보다 덩치가 큰 구축함 여러 대를 대체할 수 있다고 밝혔다.    그는 ""예를 들어서 구축함 1척과 USV 2척이 구축함 3척을 대체할 수 있다. 이는 전력 승수 효과가 있다""고 강조했다.USV 레인저 앞에서 연설하는 제러마이어 데일리 미 해군 중령[UPI=연합뉴스]    미 해군이 레인저·마리너를 제7함대에 배치한 것은 날로 전력을 늘리면서 활동 반경을 넓히는 중국 해군을 상대하기 위한 것으로 보인다.    최근 중국 해군은 전력 증강에 박차를 가한 결과 서태평양 일대에 배치된 군함 숫자에서 미 해군을 앞선 것으로 알려졌다.    해군의 최정점인 대형 항공모함의 경우 미 제7함대는 1척뿐인 데 비해 중국 해군은 첫 항모 랴오닝함과 2번 항모 산둥함에 이어 작년 3번 항모 푸젠함 진수식을 갖는 등 숨 가쁘게 전력을 강화하고 있다.    지난 4월에는 산둥함과 20여 척의 군함으로 이뤄진 항모전단이 대만과 괌 사이에서 해상훈련을 실시하는 등 중국 해군은 대만에 대한 압박 수위를 높이고 있다.    이에 맞서 미 국방부는 중국 등 적대국의 위협에 대한 대응을 이유로 AI를 활용한 자율 무기체계 시스템을 향후 2년 이내에 완성하는 방안을 검토하고 있다고 WSJ이 이달 초 전했다.    캐슬린 힉스 미 국방부 부장관도 지난달 말 한 행사에서 소모전이 가능한 수천 개의 저비용 AI 무인 자율 무기체계를 도입하겠다는 구상을 밝히면서 ""중국의 최대 장점인 양(mass)을 극복하는 데 도움이 될 것""이라고 설명했다.    미 해군은 이전부터 USV를 실험해왔다.    미 해군은 태스크포스 59 프로젝트를 통해 이란 해군을 감시하기 위해 사우디아라비아·이스라엘 등과 공조해 감시용 소형 USV를 중동 해역에 배치한 바 있다.    레인저 등 USV 6척은 2018년 시작된 자율 작전 시스템을 해군에 통합하는 유령함대 지배자(Ghost Fleet Overlord) 계획의 일환이다.    이들 USV는 중동에 배치된 상대적으로 단순한 소형 USV들보다 큰 규모에 정교한 센서를 더 많이 갖추고 있다고 WSJ은 덧붙였다.미 해군 무인 군함 레인저[UPI=연합뉴스]    jhpark@yna.co.kr",https://n.news.naver.com/mnews/article/001/0014210885?sid=105
2023-09-22 10:10:00,IT,지디넷코리아,"SEMI ""8인치 반도체 생산능력, 동남아시아 성장세 가장 높아”","전기차 주도로 200mm 팹 생산능력 지속 확장 전망SEMI(국제반도체장비재료협회)는 최신 보고서를 통해 전 세계 200mm(8인치) 팹 생산능력이 2023년부터 2026년까지 14% 증가하면서 월 770만장으로 최고 기록을 경신할 것이라고 22일 밝혔다.아짓 마노차 SEMI CEO는 ""자동차 산업의 성장세로 인해 200mm 팹 생산능력의 지속적인 성장이 기대된다""며 ""특히 전기차에 사용되는 반도체의 사용량 증가 추세가 200mm 팹 생산능력의 확장을 이끌고 있다""고 말했다.200mm 반도체 생산능력 및 공장 수(사진=SEMI)지역별로는 동남아시아가 2023년부터 2026년 동안 32% 증가해 200mm 웨이퍼 팹 생산능력에서 가장 가파른 성장세를 보여줄 것으로 예상된다. 중국은 22% 성장세가 전망되며, 2026년에는 월 170만장 이상의 생산능력에 도달할 것으로 보인다. 북미, 유럽 및 중동, 대만은 각각 14%, 11%, 7% 성장을 기록할 것으로 예상된다.2023년에는 중국이 전 세계 200mm 팹 생산능력의 22%를 차지할 것으로 보이며, 뒤이어 일본은 16%의 점유율이 예상된다. 대만, 유럽 및 중동, 미국이 15%, 14%, 14%를 각각 기록할 것으로 전망된다.보쉬, 후지 일렉트로닉, 인피니언, 미쓰비시, 온세미, 로옴, ST마이크로일렉트로닉스 및 울프스피드를 포함한 반도체 공급업체는 증가하는 수요를 충족하기 위해 200mm 생산능력 확장을 가속화하고 있다.이번 발표에 인용된 SEMI의 200mm 팹 전망 보고서에 따르면 전체 생산능력 중 카테고리별로 분류하면 차량용 및 전력 반도체의 팹 생산능력은 2023년부터 2026년까지 34% 성장이 전망된다. MPU/MCU는 21%, MEMS와 아날로그 및 파운드리는 각각 16%, 8% 성장세가 예상된다.200mm 팹 생산능력의 대부분을 차지하는 것은 80~350나노미터(nm) 공정이다. 2023년부터 2026년까지 해당 공정의 생산능력 성장세는 10%로 예상된다. 131~350나노 공정 생산능력은 18%의 성장이 전망된다.",https://n.news.naver.com/mnews/article/092/0002306034?sid=105
2023-09-22 10:10:00,IT,서울경제,"""금융소비자 보호"" 카카오·은행연합회 업무협약",홍은택(오른쪽) 카카오 대표와 김광수 은행연합회 회장이 지난 21일 비대면 회상회의를 통해 업무협약을 체결하고 기념촬영을 하고 있다. 사진 제공=카카오[서울경제] 카카오는 은행연합회와 금융 소비자의 권익을 훼손하는 범죄 행위 예방을 위한 업무협약(MOU)을 체결했다고 22일 밝혔다.이번 협약은 금융 소비자의 금융 범죄 피해를 예방하기 위해 마련됐다.은행연합회는 금융 소비자 피해 예방 콘텐츠를 제작해 이용자 대상 금융 범죄 사례와 피해 대응 방안을 알릴 예정이다. 카카오는 카카오톡 등 모바일 플랫폼을 활용해 이용자가 관련 정보를 쉽고 편리하게 이용할 수 있도록 할 계획이다.홍은택 카카오 대표는 “금융범죄로부터 이용자들이 안전하게 자산을 지킬 수 있도록 카카오의 플랫폼을 통한 캠페인 등을 협력해 추진하겠다”고 말했다.한편 카카오는 지난 1월부터 금융 관련 공동체와 함께 ‘금융안전테이블’을 조직해 운영하고 있다. 금융안전테이블은 갈수록 지능화되고 있는 금융 소비자 권익 침해 행위에 신속하고 통합적으로 대응하기 위한 것이다.,https://n.news.naver.com/mnews/article/011/0004241589?sid=105
2023-09-22 10:09:00,IT,매일신문,"'풍성한 한가위' 넷마블, 게임 11종 추석 연휴간 특별 이벤트 진행",6일간 긴 추석 연휴를 앞두고 넷마블이 자사 대표 인기 게임 11종에서 혜택을 제공하는 특별 이벤트를 진행한다고 22일 밝혔다.해당 게임은 ▶리니지2 레볼루션 ▶블레이드 ＆ 소울 레볼루션 ▶제2의 나라: Cross Worlds ▶세븐나이츠 레볼루션 ▶A3: 스틸얼라이브 ▶세븐나이츠 2 ▶모두의마블 ▶페이트/그랜드 오더 ▶마구마구2023 모바일 ▶넷마블 프로야구 2023 ▶클럽 엠스타 등이다. 각 게임별 특성에 따라 접속만으로도 혜택을 받는 경우가 있는가 하며 미션 수행을 완료한 뒤 아이템을 받는 경우도 있다. 이벤트 기간 역시 게임별로 차이가 있다. 넷마블은 자사 홈페이지에 이번 이벤트와 관련한 자세한 사항을 안내한다.,https://n.news.naver.com/mnews/article/088/0000837329?sid=105
2023-09-22 10:08:00,"IT, 세계",아시아경제,美서 1위 한 이유 있었네…프렌치 불도그 '인기 비결',"무디보다 4배 많은 도움 요청…""아기처럼 느껴"" 주인과 교감↑코와 주둥이가 짧은 얼굴을 가진 견종 불도그의 인기 비결은 아기 같은 행동이라는 실험 결과가 나왔다.""상자가 안 열려요, 도와주세요""…헝가리 무디보다 불도그들이 4배 이상 도움 요청[이미지출처=픽사베이]22일 과학저널 사이언티픽 리포트(Scientific Reports)에서 도로티야 우이펄루시 헝가리 부다페스트 외트뵈시 로란드 대학 박사 연구진은 상자 속 먹이 찾기 실험에서 불도그는 다른 견종보다 사람을 더 자주 쳐다보며 도움을 청하는 행동을 보였다면서 이같이 밝혔다.연구진은 잉글리시 불도그 15마리, 프렌치 불도그 15마리, 중간 길이의 주둥이를 가진 목축견 헝가리 무디(Mudi) 13마리를 대상으로 행동 특성 비교 실험을 했다.개들에게 뚜껑 열기 난이도가 각각 다른 상자 3개에 소시지를 넣는 모습을 보여주고 순서를 무작위로 섞은 다음, 한 번에 상자를 하나씩 주고 2분 안에 상자를 열어 소시지를 먹게 했다.실험자와 개 주인은 개 뒤에서 이를 지켜봤다.실험 결과 잉글리시 불도그와 프렌치 불도그는 헝가리 무디에 비해 상자를 여는 데 성공하는 비율이 93%나 낮았고, 상자를 여는 데 걸리는 시간도 길었다. 반면 주인을 바라보면서 도움을 청하는 행동의 빈도는 훨씬 많았다.1분 경과 시점까지 헝가리 무디는 약 90%가 상자를 열었으나, 잉글리시 불도그와 프렌치 불도그는 약 50%만 상자를 열었다.그러나 상자가 열리지 않을 때 뒤로 돌아 주인을 바라보며 도움을 청하는 행동은 프렌치 불도그가 헝가리 무디보다 4.49배, 잉글리시 불도그가 4.16배 많았다.불도그의 도움 요청은 무력감 표현…""아기처럼 느껴 교감 증가""[이미지출처=픽사베이]연구진은 불도그의 이런 행동은 문제에 직면했을 때 무력감을 표현하면서 인간의 도움을 구하는 성향을 보여주는 것이라며 이런 행동이 주인과 개 사이에 더 강한 사회적 관계를 촉진할 수 있다고 설명했다.이어 사람들은 이런 행동을 하는 불도그를 아기처럼 느낄 수 있다며 인간과 교감을 증가시키는 이런 행동이 불도그가 건강 문제 등에도 불구하고 인기 있는 반려견 품종 중에 하나로 자리하는 이유를 부분적으로 설명해 줄 수 있다고 덧붙였다.다만 연구진은 이 연구는 불도그가 인간에게 더 의존적인 행동을 보이는 것이 유전적 요인에 의한 것인지, 개에 대한 주인의 태도가 그런 행동을 일으키는 것인지 등은 확인할 수 없었다고 말했다.프렌치 불도그, 美서 30년 왕좌 래브라도 리트리버 꺾고 가장 인기 있는 반려견 1위 등극프렌치 불도그와 래브라도 리트리버. [사진 출처=아메리카켄넬클럽]한편 지난 3월 미국 CNN 등 현지 언론에 따르면 미 반려견 등록단체 아메리칸켄넬클럽(AKC)는 2022년 등록 통계를 인용해 프렌치 불도그가 30년 이상 가장 인기 있었던 반려견인 래브라도 리트리버를 꺾고 가장 인기 있는 반려견 1위에 올랐다고 발표했다.프렌치 불도그는 2012년에는 14위를 기록했고, 2021년에는 2위까지 껑충 뛰어올랐다. 그러다 지난해 등록률이 10년 전과 비교해 1000% 넘게 치솟으면서 1위를 차지하게 됐다.또 프렌치 불도그는 최근 할리우드 스타들이 선택한 반려견으로 유명세를 치르면서, 몸값 역시 최대 수천 달러까지 치솟았다. 이 때문에 2021년 팝가수 레이디 가가의 반려견 프렌치 불도그 3마리 중 2마리가 납치당하는 사건이 벌어지기도 했다.지난 2월에는 미국 사우스캐롤라이나주에서 반려견 분양 거래를 하러 나온 70대 노인이 신원 불명의 무리에게 총격당하고 프렌치 불도그를 빼앗기는 사건도 있었다.",https://n.news.naver.com/mnews/article/277/0005318231?sid=105
2023-09-22 10:07:00,IT,지디넷코리아,"SK하이닉스, 치매환자·발달장애인 실종 예방 돕는다","행복GPS 단말기 총 2천800대 무상으로 보급SK하이닉스는 치매 환자와 발달장애인의 실종 예방을 돕기 위해 배회감지기 &apos;행복GPS&apos; 단말기 2천800대를 한국취약노인지원재단에 올해 무상으로 보급한다고 22일 밝혔다.행복GPS는 GPS가 내장된 손목시계형 단말기다. 치매환자와 발달장애인의 위치를 보호자가 실시간으로 확인할 수 있게 해 실종 사고를 예방하는 데 큰 역할을 하고 있다.올해부터 보급되는 ‘행복GPS’의 신규 모델 스마트지킴이2(사진=SK하이닉스)이를 무상으로 지원하는 사업은 SK하이닉스의 대표적인 사회공헌활동으로, 구성원의 자발적인 기부를 통해 조성된 ‘행복나눔기금’으로 운영된다.SK하이닉스는 이 사업을 통해 2016년부터 누적 2만9천여대의 행복GPS를 무상으로 보급해왔다. 특히 올해는 행복나눔기금으로 마련한 1천600대에 추가로 회사가 1천200대를 보태 총 2천800대의 단말기가 지원된다.또한 올해부터 제공되는 행복GPS는 위치 확인, 건강 체크 등 기능이 포함된 신규 모델로, 한국취약노인지원재단이 선정한 대상자에게 10월부터 순차적으로 지급될 예정이다.한편 SK하이닉스는 이 사업을 통해 행복하고 안전한 사회를 만드는 데 기여한 공로를 인정받아 지난 21일 서울 중구 대한상공회의소에서 진행된 제16회 &apos;치매 극복의 날&apos; 기념식에서 보건복지부 장관 감사패를 받았다.이날 기념식에 참석한 박용근 SK하이닉스 부사장(이천CPR담당)은 ""행복GPS 사업이 사회적 약자를 위한 사회안전망 구축에 기여하는 성공적인 모델로 자리 잡기를 기대한다""며 ""SK하이닉스는 앞으로도 치매 환자와 발달장애인의 실종을 막기 위해 계속해서 힘쓰겠다""고 말했다.",https://n.news.naver.com/mnews/article/092/0002306032?sid=105
2023-09-22 10:06:00,IT,조선비즈,"지난해 구글플레이 등록된 한국 앱 매출, 절반 이상 해외서 발생","지난해 구글플레이에 등록된 한국 애플리케이션(앱)·게임 개발사 매출의 50% 이상이 해외에서 발생한 것으로 나타났다.구글코리아가 21일 오후 서울 중구 신라호텔에서 구글 포 대한민국 2023 행사를 열었다. / 구글코리아 제공        구글코리아는 21일 서울신라호텔에서 ‘구글 포 코리아(Google for Korea) 2023′ 행사를 열고 한국 콘텐츠의 성과와 성공적인 해외 진출 사례를 공유했다. 구글 포 코리아는 구글과 대한민국이 함께 만들어가는 디지털 혁신과 성공적인 파트너십 사례를 공유하는 행사로, 올해 처음으로 오프라인으로 진행됐다.구글에 따르면 지난해 약 100만개의 한국 기업들이 구글 플레이를 통해 전세계 3600만명 이상의 이용자를 만났다. 특히 구글플레이에 등록된 한국 앱·게임 개발사 매출의 50% 이상이 해외에서 발생했다.윌슨 화이트 구글 공공정책 부문 부사장은 “한국의 웹툰은 글로벌 선두로 자리 잡으며 괄목할만한 매출 성장세를 보이고 있고, 모바일 게임은 구글플레이와 협업해 미국, 일본에서 1위를 기록하는 등 글로벌 게임 판도를 근본적으로 개편하고 있다”고 했다.‘쿠키런’ 게임으로 알려진 게임 개발사 데브시스터즈가 대표적인 성공 사례다. 데브시스터즈는 ‘쿠키런: 킹덤’ 제품으로 한국, 대만, 태국, 일본 뿐 아니라 미국까지 진출했고, 누적 이용자수 5000만명 이상을 달성하기도 했다. 이 과정에서 구글플레이는 주요 업데이트에 대한 피처링 지원, 비즈니스, 마케팅 및 기술 컨설팅 등을 도왔다.김종흔 데브시스터즈 공동대표는 “구글플레이의 지원을 통해 글로벌 이용자에게 게임을 널리 알릴 수 있었고 구글의 컨설팅을 기반으로 비즈니스 인사이트를 얻어 제품을 개선해 나가며 괄목할만한 성과를 이룰 수 있었다”라고 말했다.이날 행사에서는 ‘구글 스타트업 캠퍼스 여성 파운더스 펀드’ 시상식도 진행됐다. 여성 파운더스 펀드는 구글이 인공지능(AI) 스타트업 분야에서 두각을 나타내고 있는 여성 창업가를 지원하기 위해 마련한 펀딩 프로그램으로, 올해는 한국 3개 사, 일본과 인도 각 2개 사 등 총 7개 스타트업이 선정됐다.임정욱 중소벤처기업부 창업벤처혁신실장은 펀드 시상에서 “구글 스타트업 캠퍼스 서울은 2015년 개관 아래 스타트업 생태계의 AI 혁신을 주도하는 창업자라면 누구에게나 적극적으로 지원해왔다”고 말했다.",https://n.news.naver.com/mnews/article/366/0000934408?sid=105
2023-09-22 10:05:00,"사회, IT",경향신문,"이제 인공지능(AI)이 의·치·약학 계열 진학 돕는다…에듀테크 기업, 전용 프로그램 개발","교유계 관계자 등이 21~23일 서울 코엑스에서 열리는 ‘에듀테크 코리아 페어’에 출품된 투비유니콘의 ‘메디오’ 르로그램을 살펴보고 있다. 투비유니콘 제공의·치·약학 계열 진학을 목표로 하는 학생들이 포트폴리오를 체계적으로 준비할 수 있도록 도와대전·충남지역에 기반을 둔 에듀테크(빅데이터·인공지능 등의 기술을 교육 분야에 적용한 기술) 분야 벤처기업 (주)투비유니콘이 의·치·약학 계열 및 특목고·자사고 진학용 포트폴리오 설계 AI(인공지능) 프로그램인 ‘메디오(https://medio.co.kr/)’를 출시했다. 이 프로그램은 지난 21일 서울 코엑스에서 개막한 ‘에듀테크 코리아 페어’에서 처음 공개된 뒤 교육계 관계자와 학부모 등으로부터 높은 관심을 끌고 있다.투비유니콘 측은 “아마존 웹 서비스(AWS)의 생성형 AI학습 도구인 베드록을 통해 한층 업그레이드된 자체 생성형 AI인 ‘TBU-LLM’을 구축한 뒤 이를 메디오 개발에 적용했다”고 설명했다.메디오는 의·치·약학 계열 대학이나 특수목적고 진학을 목표로 하는 학생들이 포트폴리오를 체계적으로 준비할 수 있도록 돕는 일종의 ‘AI 컨설턴트’이다. 이 프로그램은 사용자가 의·치·약 분야와 관련된 키워드를 입력하면 활동 방향을 알려주는 문장을 생성해 주는 등의 기능을 갖추고 있다. 학생들은 이를 활용해 진로 방향에 맞는 활동을 체계적으로 진행한 뒤 결과를 기록해 놓을 수 있다. 투비유니콘 관계자는 “진로 확장 추천키워드와 함께 활용하면 더욱 다양한 활동 방향을 제공받을 수 있어 자신의 강점이 돋보일 수 있도록 차별된 에세이를 작성할 수 있다”고 설명했다.메디오는 기존의 생성형 AI와 달리 질문에 대한 고민을 줄일 수 있다는 강점이 있다. 키워드를 입력한 뒤 엔터키만 누르면 다양한 방향의 문장을 무한정으로 제공받을 수 있다고 회사 측은 설명했다. 윤진욱 투비유니콘 대표는 “이 프로그램은 교육과정에 맞춰 검증된 내용만을 학습하기 때문에 신뢰도가 아주 높은 데이터를 생성해준다”면서 “의치약학 계열 진학 희망자 등이 체계적으로 입시를 준비할 수 있게 하려고 메디오를 개발하게 됐다”고 말했다.자체 개발한 ‘인공지능(AI) 학습·진로 솔루션’을 고교생에게 무료로 제공하기도충남 아산 충남콘텐츠기업지원센터에 입주해 있는 투비유니콘은 대전 유성구 죽동에 기업연구소를 두고 있으며, 전국을 대상으로 마케팅을 하고 있다.이 회사는 최근 자체 개발한 ‘인공지능(AI) 학습·진로 솔루션’을 지역 고교생에게 무료로 제공해 화제가 된 바 있다.",https://n.news.naver.com/mnews/article/032/0003250911?sid=105
2023-09-22 10:03:00,"IT, 경제",연합뉴스,"은행연합회 제작 금융 피해 예방 콘텐츠, 카카오서 본다","MOU 체결 후 기념사진 찍는 카카오 홍은택 대표(오른쪽)와 김광수 은행연합회장[카카오 제공] (서울=연합뉴스) 홍국기 기자 = 카카오는 전국은행연합회와 금융소비자 권익을 훼손하는 범죄 행위 예방을 위한 업무협약(MOU)을 체결했다고 22일 밝혔다.    협약에 따라 은행연합회는 금융 소비자 피해 예방 콘텐츠 제작을 통해 금융 범죄 사례와 피해 대응에 대한 인식 증진에 나선다.    카카오는 카카오톡 등 모바일 플랫폼을 활용해 이용자가 관련 정보를 쉽고 편리하게 확인할 수 있는 접점을 제공할 예정이다.    한편 카카오는 금융 소비자 권익 침해 행위에 신속하고 통합적으로 대응하기 위해 올해 1월부터 매달 한 차례 금융 자회사인 카카오뱅크, 카카오페이 등과 함께 정례 회의를 개최하고 있다고 소개했다. 카카오는 이를 통해 최신 금융 범죄 관련 정보를 공유하면서 공동 대응이 필요할 경우 합동 대응 조치를 취하고 있다고 덧붙였다.redflag@yna.co.kr",https://n.news.naver.com/mnews/article/001/0014210847?sid=105
